run	metric	num_points	final_step	final_value	best_step	best_value	worst_step	worst_value
baseline	train/mean_total_tokens_per_sample	8	8	244.40625	7	256.09375	2	225.8125
baseline	train/natural_termination_rate	8	8	1.0	1	1.0	1	1.0
baseline	train/num_masked_seqs_by_logprob_error	8	8	0.0	1	0.0	1	0.0
baseline	train/num_valid_samples	8	8	32.0	1	32.0	1	32.0
baseline	train/policy_kl_error	8	8	0.00019429138046689332	8	0.00019429138046689332	7	0.00011625216575339437
baseline	train/probs_ratio	8	8	1.0000827312469482	1	1.0002565383911133	7	0.9999082088470459
baseline	train/probs_ratio_clamped	8	8	1.0000755786895752	1	1.0002565383911133	7	0.9998744130134583
baseline	train/probs_ratio_clamped_max	8	8	1.2000000476837158	2	1.2000000476837158	5	1.130947470664978
baseline	train/probs_ratio_clamped_min	8	8	0.800000011920929	5	0.8623215556144714	3	0.800000011920929
baseline	train/probs_ratio_max	8	8	1.2486659288406372	7	1.4735935926437378	5	1.130947470664978
baseline	train/probs_ratio_min	8	8	0.7860974669456482	5	0.8623215556144714	4	0.7816044092178345
baseline	train/reward	8	8	0.5	4	0.78125	7	0.1875
baseline	train/reward_mean	8	8	0.5	4	0.78125	7	0.1875
baseline	train/reward_std	8	8	0.5	2	0.5	7	0.3903123748998999
baseline	train/sampling_importance_ratio	8	8	0.9998583793640137	7	1.0000677108764648	1	0.9998390078544617
baseline	train/token_mult_prob_error	8	8	1.0054696798324585	8	1.0054696798324585	5	1.0030860900878906
baseline	train/total_num_tokens	8	8	11429.0	3	12201.0	2	10546.0
baseline	train/total_turns	8	8	32.0	1	32.0	1	32.0
baseline	train/truncation_rate	8	8	0.71875	3	0.84375	4	0.40625
baseline	train/vllm/spec_acceptance_length	8	8	1.0	1	1.0	1	1.0
baseline	train/vllm/spec_acceptance_rate	8	8	0.0	1	0.0	1	0.0
baseline	train/vllm/spec_num_accepted_tokens	8	8	0.0	1	0.0	1	0.0
baseline	train/vllm/spec_num_draft_tokens	8	8	0.0	1	0.0	1	0.0
baseline	train/vllm/spec_num_drafts	8	8	0.0	1	0.0	1	0.0
baseline	validation/accuracy	2	8	0.34375	4	0.375	8	0.34375
baseline	validation/avg_length	2	8	246.671875	8	246.671875	4	244.0625
dg_eta1p0	performance/generation_tokens_per_sec	8	8	6620.79345703125	7	7242.85986328125	1	1826.3690185546875
dg_eta1p0	performance/generation_tokens_per_sec_per_gpu	8	8	6620.79345703125	7	7242.85986328125	1	1826.3690185546875
dg_eta1p0	performance/policy_and_reference_logprobs_tokens_per_sec_per_gpu	8	8	2475.21435546875	7	2564.854248046875	1	1022.8834838867188
dg_eta1p0	performance/policy_training_tokens_per_sec_per_gpu	8	8	2036.310791015625	5	2109.01513671875	1	1560.3446044921875
dg_eta1p0	performance/samples_per_sec	8	8	0.648260235786438	5	1.6364381313323975	8	0.648260235786438
dg_eta1p0	performance/samples_per_sec_per_gpu	8	8	0.648260235786438	5	1.6364381313323975	8	0.648260235786438
dg_eta1p0	performance/tokens_per_sec	8	8	235.17666625976562	5	594.8452758789062	8	235.17666625976562
dg_eta1p0	performance/tokens_per_sec_per_gpu	8	8	235.17666625976562	5	594.8452758789062	8	235.17666625976562
dg_eta1p0	performance/train_flops_per_gpu	8	8	20.39649772644043	5	21.12504005432129	1	15.631952285766602
dg_eta1p0	performance/train_fp_utilization	8	8	0.06537339091300964	5	0.06770846247673035	1	0.05010240897536278
dg_eta1p0	performance/training_worker_group_tokens_per_sec	8	8	1117.2066650390625	5	1145.1474609375	1	617.8512573242188
dg_eta1p0	performance/training_worker_group_tokens_per_sec_per_gpu	8	8	1117.2066650390625	5	1145.1474609375	1	617.8512573242188
dg_eta1p0	ray/node.0.gpu.0.mem_gb	90	900	22.58984375	768	49.9765625	0	0.8642578125
dg_eta1p0	ray/node.0.gpu.0.util	90	900	26.0	697	100.0	0	0.0
dg_eta1p0	ray/node.0.mem_gb	90	900	46.92535400390625	839	50.44356918334961	0	3.6070785522460938
dg_eta1p0	ray/node.0.mem_total_gb	90	900	116.41532135009766	0	116.41532135009766	0	116.41532135009766
dg_eta1p0	ray/ray/ray_step	90	900	900.0	900	900.0	0	0.0
dg_eta1p0	timing/setup/other_setup_time_s	1	0	176.93409729003906	0	176.93409729003906	0	176.93409729003906
dg_eta1p0	timing/setup/parallel_init_enabled	1	0	0.0	0	0.0	0	0.0
dg_eta1p0	timing/setup/policy_init_time_s	1	0	163.28768920898438	0	163.28768920898438	0	163.28768920898438
dg_eta1p0	timing/setup/total_setup_time_s	1	0	612.5626220703125	0	612.5626220703125	0	612.5626220703125
dg_eta1p0	timing/setup/vllm_init_time_s	1	0	272.0601806640625	0	272.0601806640625	0	272.0601806640625
dg_eta1p0	timing/train/advantage_calculation	8	8	0.0018851310014724731	1	0.0021964535117149353	2	0.0015692636370658875
dg_eta1p0	timing/train/data_processing	8	8	0.006099626421928406	1	0.019408024847507477	2	0.003990508615970612
dg_eta1p0	timing/train/generation	8	8	1.7534152269363403	1	6.492663860321045	2	1.5923329591751099
dg_eta1p0	timing/train/get_logprobs/shard_data	8	8	0.004003383219242096	1	0.005714140832424164	2	0.0025907158851623535
dg_eta1p0	timing/train/get_logprobs/submit_logprob_futures	8	8	0.0022107139229774475	1	0.0038652122020721436	2	0.001166418194770813
dg_eta1p0	timing/train/get_reference_policy_logprobs/shard_data	8	8	0.0017228275537490845	1	0.004676543176174164	8	0.0017228275537490845
dg_eta1p0	timing/train/get_reference_policy_logprobs/submit_reference_policy_logprob_futures	8	8	0.001151740550994873	1	0.0034097805619239807	8	0.001151740550994873
dg_eta1p0	timing/train/logprob_inference_prep	8	8	2.9810068607330322	2	3.509934663772583	5	2.493239641189575
dg_eta1p0	timing/train/policy_and_reference_logprobs	8	8	4.690098762512207	1	11.592718124389648	7	4.551136016845703
dg_eta1p0	timing/train/policy_training	8	8	5.700995922088623	3	7.819541931152344	5	5.5153703689575195
dg_eta1p0	timing/train/policy_training/sharding_data	8	8	0.004737861454486847	1	0.00952553004026413	2	0.004222244024276733
dg_eta1p0	timing/train/policy_training/submit_training_futures	8	8	0.00253402441740036	1	0.0074803829193115234	6	0.0021481290459632874
dg_eta1p0	timing/train/prepare_for_generation/total	8	8	14.227193832397461	2	15.103492736816406	5	1.283410668373108
dg_eta1p0	timing/train/prepare_for_generation/transfer_and_update_weights	7	8	0.3696524500846863	1	0.5827409625053406	4	0.3393777310848236
dg_eta1p0	timing/train/reward_calculation	8	8	0.005225315690040588	1	0.08136951923370361	3	0.004932574927806854
dg_eta1p0	timing/train/total_step_time	8	8	49.362892150878906	8	49.362892150878906	5	19.554664611816406
dg_eta1p0	timing/train/training_prep	8	8	3.1437606811523438	6	4.102053642272949	1	0.35182398557662964
dg_eta1p0	timing/train/valid_tokens_per_sec_per_gpu	8	8	160.14053344726562	5	392.3360595703125	4	155.07754516601562
dg_eta1p0	timing/validation/total_validation_time	2	8	2.609175682067871	8	2.609175682067871	4	2.4824867248535156
dg_eta1p0	train/advantages/max	8	8	2.2677807807922363	8	2.2677807807922363	2	0.0
dg_eta1p0	train/advantages/mean	8	8	5.775731448665056e-09	1	0.0911903828382492	7	-0.09934566169977188
dg_eta1p0	train/advantages/min	8	8	-2.2677807807922363	2	0.0	3	-2.2677807807922363
dg_eta1p0	train/advantages/sum	8	8	-3.0517578125e-05	1	1346.218994140625	7	-1085.905517578125
dg_eta1p0	train/approx_entropy	8	8	0.23868267238140106	8	0.23868267238140106	2	0.10805775225162506
dg_eta1p0	train/avg_turns_per_sample	8	8	1.0	1	1.0	1	1.0
dg_eta1p0	train/baseline_reward/pct_0	8	8	25.0	7	53.125	4	0.0
dg_eta1p0	train/baseline_reward/pct_1	8	8	25.0	4	53.125	3	0.0
dg_eta1p0	train/baseline_reward/pct_mixed	8	8	50.0	6	71.875	2	0.0
dg_eta1p0	train/dg_enabled	8	8	1.0	1	1.0	1	1.0
dg_eta1p0	train/dg_eta	8	8	1.0	1	1.0	1	1.0
dg_eta1p0	train/dg_gate_mean	8	8	0.4982631504535675	1	0.5042545795440674	6	0.49784886837005615
dg_eta1p0	train/dg_gate_negative_mean	8	8	0.4982631504535675	1	0.5042545795440674	6	0.49784886837005615
dg_eta1p0	train/dg_gate_positive_mean	8	8	0.4982631504535675	1	0.5042545795440674	6	0.49784886837005615
dg_eta1p0	train/dg_gate_spread	8	8	0.0	1	0.0	1	0.0
dg_eta1p0	train/dg_gate_std	8	8	0.033313456922769547	6	0.04639614373445511	2	0.0
dg_eta1p0	train/dg_surprisal_max	8	8	17.234085083007812	8	17.234085083007812	5	13.182549476623535
dg_eta1p0	train/dg_surprisal_mean	8	8	0.23264390230178833	8	0.23264390230178833	5	0.10911237448453903
dg_eta1p0	train/gen_kl_error	8	8	0.00015217455802485347	4	0.0001708324416540563	5	0.00011095723311882466
dg_eta1p0	train/global_valid_seqs	8	8	32.0	1	32.0	1	32.0
dg_eta1p0	train/global_valid_toks	8	8	7905.0	3	8129.0	2	7123.0
dg_eta1p0	train/grad_norm	8	8	0.34971606731414795	8	0.34971606731414795	2	0.00048494161455892026
dg_eta1p0	train/js_divergence_error	8	8	3.7819081626366824e-05	4	4.22233460994903e-05	5	2.7703290470526554e-05
dg_eta1p0	train/kl_penalty	8	8	0.0001510043948655948	8	0.0001510043948655948	7	8.682890620548278e-05
dg_eta1p0	train/loss	8	8	-0.014194701798260212	7	0.04310974106192589	1	-0.05652036517858505
dg_eta1p0	train/lr	8	8	1.1299999869152089e-06	8	1.1299999869152089e-06	1	4.999999987376214e-07
dg_eta1p0	train/masked_correct_pct	8	8	0.0	1	0.0	1	0.0
dg_eta1p0	train/max_gen_tokens_per_sample	8	8	256.0	1	256.0	1	256.0
dg_eta1p0	train/max_seq_mult_prob_error	8	8	1.0178608894348145	8	1.0178608894348145	2	1.007240653038025
dg_eta1p0	train/max_turns_per_sample	8	8	1.0	1	1.0	1	1.0
dg_eta1p0	train/max_turns_reached_rate	8	8	0.0	1	0.0	1	0.0
dg_eta1p0	train/mean_env_tokens_per_sample	8	8	3.0	1	3.0	1	3.0
dg_eta1p0	train/mean_gen_tokens_per_sample	8	8	247.03125	3	254.03125	2	222.59375
dg_eta1p0	train/mean_prompt_length	8	8	112.75	3	125.25	6	102.0
dg_eta1p0	train/mean_total_tokens_per_sample	8	8	250.03125	3	257.03125	2	225.59375
dg_eta1p0	train/natural_termination_rate	8	8	1.0	1	1.0	1	1.0
dg_eta1p0	train/num_masked_seqs_by_logprob_error	8	8	0.0	1	0.0	1	0.0
dg_eta1p0	train/num_valid_samples	8	8	32.0	1	32.0	1	32.0
dg_eta1p0	train/policy_kl_error	8	8	0.00015103365876711905	4	0.00016816312563605607	5	0.00011101926065748557
dg_eta1p0	train/probs_ratio	8	8	1.0003094673156738	2	1.000312328338623	5	0.9999767541885376
dg_eta1p0	train/probs_ratio_clamped	8	8	1.0003094673156738	8	1.0003094673156738	5	0.9999710321426392
dg_eta1p0	train/probs_ratio_clamped_max	8	8	1.1905933618545532	2	1.2000000476837158	1	1.168204426765442
dg_eta1p0	train/probs_ratio_clamped_min	8	8	0.8428733944892883	5	0.8829039335250854	7	0.800000011920929
dg_eta1p0	train/probs_ratio_max	8	8	1.1905933618545532	3	1.2785911560058594	1	1.168204426765442
dg_eta1p0	train/probs_ratio_min	8	8	0.8428733944892883	5	0.8829039335250854	7	0.7976332306861877
dg_eta1p0	train/reward	8	8	0.5	4	0.84375	7	0.21875
dg_eta1p0	train/reward_mean	8	8	0.5	4	0.84375	7	0.21875
dg_eta1p0	train/reward_std	8	8	0.5	2	0.5	4	0.3630921887069453
dg_eta1p0	train/sampling_importance_ratio	8	8	1.0000252723693848	3	1.000314712524414	2	0.999579906463623
dg_eta1p0	train/token_mult_prob_error	8	8	1.0045123100280762	8	1.0045123100280762	7	1.0031969547271729
dg_eta1p0	train/total_num_tokens	8	8	11609.0	3	12233.0	2	10539.0
dg_eta1p0	train/total_turns	8	8	32.0	1	32.0	1	32.0
dg_eta1p0	train/truncation_rate	8	8	0.78125	3	0.84375	4	0.25
dg_eta1p0	train/vllm/spec_acceptance_length	8	8	1.0	1	1.0	1	1.0
dg_eta1p0	train/vllm/spec_acceptance_rate	8	8	0.0	1	0.0	1	0.0
dg_eta1p0	train/vllm/spec_num_accepted_tokens	8	8	0.0	1	0.0	1	0.0
dg_eta1p0	train/vllm/spec_num_draft_tokens	8	8	0.0	1	0.0	1	0.0
dg_eta1p0	train/vllm/spec_num_drafts	8	8	0.0	1	0.0	1	0.0
dg_eta1p0	validation/accuracy	2	8	0.3125	4	0.328125	8	0.3125
dg_eta1p0	validation/avg_length	2	8	247.0	8	247.0	4	241.671875
dg_eta0p5	performance/generation_tokens_per_sec	8	8	6990.5810546875	8	6990.5810546875	1	1905.68994140625
dg_eta0p5	performance/generation_tokens_per_sec_per_gpu	8	8	6990.5810546875	8	6990.5810546875	1	1905.68994140625
dg_eta0p5	performance/policy_and_reference_logprobs_tokens_per_sec_per_gpu	8	8	2337.113037109375	3	2528.11181640625	1	957.537109375
dg_eta0p5	performance/policy_training_tokens_per_sec_per_gpu	8	8	1996.484619140625	3	2152.414306640625	1	1392.662109375
dg_eta0p5	performance/samples_per_sec	8	8	0.6744516491889954	5	1.6008999347686768	4	0.6437603235244751
dg_eta0p5	performance/samples_per_sec_per_gpu	8	8	0.6744516491889954	5	1.6008999347686768	4	0.6437603235244751
dg_eta0p5	performance/tokens_per_sec	8	8	242.2756805419922	5	579.5257568359375	4	233.8861846923828
dg_eta0p5	performance/tokens_per_sec_per_gpu	8	8	242.2756805419922	5	579.5257568359375	4	233.8861846923828
dg_eta0p5	performance/train_flops_per_gpu	8	8	19.996143341064453	3	21.568204879760742	1	13.95206356048584
dg_eta0p5	performance/train_fp_utilization	8	8	0.06409019976854324	3	0.0691288635134697	1	0.04471815377473831
dg_eta0p5	performance/training_worker_group_tokens_per_sec	8	8	1076.7059326171875	3	1162.5924072265625	1	567.4096069335938
dg_eta0p5	performance/training_worker_group_tokens_per_sec_per_gpu	8	8	1076.7059326171875	3	1162.5924072265625	1	567.4096069335938
dg_eta0p5	ray/node.0.gpu.0.mem_gb	90	899	22.58984375	707	49.99609375	0	0.8642578125
dg_eta0p5	ray/node.0.gpu.0.util	90	899	16.0	626	100.0	0	0.0
dg_eta0p5	ray/node.0.mem_gb	90	899	45.66048049926758	778	49.99705505371094	0	3.659046173095703
dg_eta0p5	ray/node.0.mem_total_gb	90	899	116.41532135009766	0	116.41532135009766	0	116.41532135009766
dg_eta0p5	ray/ray/ray_step	90	899	899.0	899	899.0	0	0.0
dg_eta0p5	timing/setup/other_setup_time_s	1	0	180.59762573242188	0	180.59762573242188	0	180.59762573242188
dg_eta0p5	timing/setup/parallel_init_enabled	1	0	0.0	0	0.0	0	0.0
dg_eta0p5	timing/setup/policy_init_time_s	1	0	161.14263916015625	0	161.14263916015625	0	161.14263916015625
dg_eta0p5	timing/setup/total_setup_time_s	1	0	613.9886474609375	0	613.9886474609375	0	613.9886474609375
dg_eta0p5	timing/setup/vllm_init_time_s	1	0	271.9888916015625	0	271.9888916015625	0	271.9888916015625
dg_eta0p5	timing/train/advantage_calculation	8	8	0.00226747989654541	7	0.003301292657852173	4	0.001549050211906433
dg_eta0p5	timing/train/data_processing	8	8	0.00452345609664917	1	0.026626311242580414	6	0.0034847334027290344
dg_eta0p5	timing/train/generation	8	8	1.6443555355072021	1	6.222418308258057	2	1.6098518371582031
dg_eta0p5	timing/train/get_logprobs/shard_data	8	8	0.005588427186012268	8	0.005588427186012268	5	0.002543114125728607
dg_eta0p5	timing/train/get_logprobs/submit_logprob_futures	8	8	0.0017662271857261658	7	0.002894081175327301	4	0.0014175698161125183
dg_eta0p5	timing/train/get_reference_policy_logprobs/shard_data	8	8	0.0021686777472496033	2	0.004747018218040466	4	0.002145811915397644
dg_eta0p5	timing/train/get_reference_policy_logprobs/submit_reference_policy_logprob_futures	8	8	0.0013645514845848083	7	0.0029562711715698242	4	0.0012398362159729004
dg_eta0p5	timing/train/logprob_inference_prep	8	8	2.385836124420166	6	2.8870701789855957	8	2.385836124420166
dg_eta0p5	timing/train/policy_and_reference_logprobs	8	8	4.918461322784424	1	12.383854866027832	4	4.607568264007568
dg_eta0p5	timing/train/policy_training	8	8	5.757619857788086	1	8.514628410339355	2	5.46353816986084
dg_eta0p5	timing/train/policy_training/sharding_data	8	8	0.006987385451793671	2	0.009062036871910095	3	0.004482746124267578
dg_eta0p5	timing/train/policy_training/submit_training_futures	8	8	0.0027273371815681458	7	0.0046546608209609985	3	0.0023564621806144714
dg_eta0p5	timing/train/prepare_for_generation/total	8	8	13.255000114440918	2	15.102575302124023	5	1.2520633935928345
dg_eta0p5	timing/train/prepare_for_generation/transfer_and_update_weights	7	8	0.40285542607307434	1	0.4733884930610657	6	0.344448983669281
dg_eta0p5	timing/train/reward_calculation	8	8	0.0049470216035842896	1	0.09978289902210236	4	0.004503294825553894
dg_eta0p5	timing/train/total_step_time	8	8	47.44594955444336	4	49.70793914794922	5	19.98875617980957
dg_eta0p5	timing/train/training_prep	8	8	4.059035301208496	3	4.617369651794434	1	0.4514513909816742
dg_eta0p5	timing/train/valid_tokens_per_sec_per_gpu	8	8	164.20790100097656	5	381.4144287109375	4	151.6457977294922
dg_eta0p5	timing/validation/total_validation_time	2	8	1.9304276704788208	4	2.960573673248291	8	1.9304276704788208
dg_eta0p5	train/advantages/max	8	8	0.8017821907997131	6	2.2677807807922363	2	0.0
dg_eta0p5	train/advantages/mean	8	8	-0.012675530277192593	1	0.0911903828382492	3	-0.09455778449773788
dg_eta0p5	train/advantages/min	8	8	-1.463847041130066	2	0.0	3	-2.2677807807922363
dg_eta0p5	train/advantages/sum	8	8	-148.45953369140625	1	1346.218994140625	3	-1075.2335205078125
dg_eta0p5	train/approx_entropy	8	8	0.2606639266014099	4	0.2814948856830597	7	0.09841836243867874
dg_eta0p5	train/avg_turns_per_sample	8	8	1.0	1	1.0	1	1.0
dg_eta0p5	train/baseline_reward/pct_0	8	8	50.0	3	53.125	4	0.0
dg_eta0p5	train/baseline_reward/pct_1	8	8	25.0	2	50.0	3	0.0
dg_eta0p5	train/baseline_reward/pct_mixed	8	8	25.0	6	75.0	2	0.0
dg_eta0p5	train/dg_enabled	8	8	1.0	1	1.0	1	1.0
dg_eta0p5	train/dg_eta	8	8	0.5	1	0.5	1	0.5
dg_eta0p5	train/dg_gate_mean	8	8	0.5004689693450928	1	0.5067616701126099	5	0.4965280592441559
dg_eta0p5	train/dg_gate_negative_mean	8	8	0.5004689693450928	1	0.5067616701126099	5	0.4965280592441559
dg_eta0p5	train/dg_gate_positive_mean	8	8	0.5004689693450928	1	0.5067616701126099	5	0.4965280592441559
dg_eta0p5	train/dg_gate_spread	8	8	0.0	1	0.0	1	0.0
dg_eta0p5	train/dg_gate_std	8	8	0.02337772585451603	4	0.06836637854576111	2	0.0
dg_eta0p5	train/dg_surprisal_max	8	8	17.004846572875977	8	17.004846572875977	6	14.25448989868164
dg_eta0p5	train/dg_surprisal_mean	8	8	0.25384628772735596	4	0.2670994699001312	7	0.09804297983646393
dg_eta0p5	train/gen_kl_error	8	8	0.00016861372569110245	8	0.00016861372569110245	3	0.00010023937647929415
dg_eta0p5	train/global_valid_seqs	8	8	32.0	1	32.0	1	32.0
dg_eta0p5	train/global_valid_toks	8	8	7791.0	3	8075.0	2	7119.0
dg_eta0p5	train/grad_norm	8	8	0.1674746870994568	6	0.39718830585479736	2	0.0004381934995763004
dg_eta0p5	train/js_divergence_error	8	8	4.264795279596001e-05	8	4.264795279596001e-05	3	2.5128680135821924e-05
dg_eta0p5	train/kl_penalty	8	8	0.00015663773228880018	8	0.00015663773228880018	7	8.412101306021214e-05
dg_eta0p5	train/loss	8	8	-0.0029997131787240505	3	0.035634275525808334	1	-0.0621228888630867
dg_eta0p5	train/lr	8	8	1.1299999869152089e-06	8	1.1299999869152089e-06	1	4.999999987376214e-07
dg_eta0p5	train/masked_correct_pct	8	8	0.0	1	0.0	1	0.0
dg_eta0p5	train/max_gen_tokens_per_sample	8	8	256.0	1	256.0	1	256.0
dg_eta0p5	train/max_seq_mult_prob_error	8	8	1.017066478729248	8	1.017066478729248	3	1.0065155029296875
dg_eta0p5	train/max_turns_per_sample	8	8	1.0	1	1.0	1	1.0
dg_eta0p5	train/max_turns_reached_rate	8	8	0.0	1	0.0	1	0.0
dg_eta0p5	train/mean_env_tokens_per_sample	8	8	3.0	1	3.0	1	3.0
